"day","month","year","cases","deaths","country","comul_rate"
2,9,2020,0,0,"Seychelles",9.20800892
1,9,2020,0,0,"Seychelles",9.20800892
31,8,2020,0,0,"Seychelles",9.20800892
30,8,2020,0,0,"Seychelles",9.20800892
29,8,2020,0,0,"Seychelles",9.20800892
28,8,2020,0,0,"Seychelles",9.20800892
27,8,2020,0,0,"Seychelles",9.20800892
26,8,2020,4,0,"Seychelles",9.20800892
25,8,2020,0,0,"Seychelles",6.13867261
24,8,2020,0,0,"Seychelles",6.13867261
23,8,2020,0,0,"Seychelles",6.13867261
22,8,2020,0,0,"Seychelles",6.13867261
21,8,2020,0,0,"Seychelles",6.13867261
20,8,2020,5,0,"Seychelles",6.13867261
19,8,2020,0,0,"Seychelles",1.0231121
18,8,2020,0,0,"Seychelles",13.30045733
17,8,2020,0,0,"Seychelles",13.30045733
16,8,2020,0,0,"Seychelles",13.30045733
15,8,2020,0,0,"Seychelles",13.30045733
14,8,2020,0,0,"Seychelles",13.30045733
13,8,2020,0,0,"Seychelles",13.30045733
12,8,2020,1,0,"Seychelles",13.30045733
11,8,2020,0,0,"Seychelles",12.27734523
10,8,2020,0,0,"Seychelles",12.27734523
9,8,2020,0,0,"Seychelles",12.27734523
8,8,2020,0,0,"Seychelles",12.27734523
7,8,2020,0,0,"Seychelles",12.27734523
6,8,2020,0,0,"Seychelles",12.27734523
5,8,2020,12,0,"Seychelles",12.27734523
4,8,2020,0,0,"Seychelles",6.13867261
3,8,2020,0,0,"Seychelles",14.32356943
2,8,2020,0,0,"Seychelles",14.32356943
1,8,2020,0,0,"Seychelles",14.32356943
31,7,2020,0,0,"Seychelles",14.32356943
30,7,2020,0,0,"Seychelles",14.32356943
29,7,2020,0,0,"Seychelles",14.32356943
28,7,2020,0,0,"Seychelles",14.32356943
27,7,2020,0,0,"Seychelles",14.32356943
26,7,2020,0,0,"Seychelles",14.32356943
25,7,2020,0,0,"Seychelles",14.32356943
24,7,2020,0,0,"Seychelles",20.46224205
23,7,2020,0,0,"Seychelles",23.53157836
22,7,2020,6,0,"Seychelles",33.76269938
21,7,2020,8,0,"Seychelles",27.62402676
20,7,2020,0,0,"Seychelles",91.05697711
19,7,2020,0,0,"Seychelles",91.05697711
18,7,2020,0,0,"Seychelles",91.05697711
17,7,2020,0,0,"Seychelles",91.05697711
16,7,2020,0,0,"Seychelles",91.05697711
15,7,2020,0,0,"Seychelles",91.05697711
14,7,2020,0,0,"Seychelles",91.05697711
13,7,2020,0,0,"Seychelles",91.05697711
12,7,2020,0,0,"Seychelles",91.05697711
11,7,2020,6,0,"Seychelles",91.05697711
10,7,2020,3,0,"Seychelles",84.9183045
9,7,2020,10,0,"Seychelles",81.84896819
8,7,2020,0,0,"Seychelles",71.61784717
7,7,2020,70,0,"Seychelles",71.61784717
6,7,2020,0,0,"Seychelles",0
5,7,2020,0,0,"Seychelles",0
4,7,2020,0,0,"Seychelles",0
3,7,2020,0,0,"Seychelles",0
2,7,2020,0,0,"Seychelles",0
1,7,2020,0,0,"Seychelles",0
30,6,2020,0,0,"Seychelles",0
29,6,2020,0,0,"Seychelles",0
28,6,2020,0,0,"Seychelles",0
27,6,2020,0,0,"Seychelles",0
26,6,2020,0,0,"Seychelles",0
25,6,2020,0,0,"Seychelles",0
24,6,2020,0,0,"Seychelles",0
23,6,2020,0,0,"Seychelles",0
22,6,2020,0,0,"Seychelles",0
21,6,2020,0,0,"Seychelles",0
20,6,2020,0,0,"Seychelles",0
19,6,2020,0,0,"Seychelles",0
18,6,2020,0,0,"Seychelles",0
17,6,2020,0,0,"Seychelles",0
16,6,2020,0,0,"Seychelles",0
15,6,2020,0,0,"Seychelles",0
14,6,2020,0,0,"Seychelles",0
13,6,2020,0,0,"Seychelles",0
12,6,2020,0,0,"Seychelles",0
11,6,2020,0,0,"Seychelles",0
10,6,2020,0,0,"Seychelles",0
9,6,2020,0,0,"Seychelles",0
8,6,2020,0,0,"Seychelles",0
7,6,2020,0,0,"Seychelles",0
6,6,2020,0,0,"Seychelles",0
5,6,2020,0,0,"Seychelles",0
4,6,2020,0,0,"Seychelles",0
3,6,2020,0,0,"Seychelles",0
2,6,2020,0,0,"Seychelles",0
1,6,2020,0,0,"Seychelles",0
31,5,2020,0,0,"Seychelles",0
30,5,2020,0,0,"Seychelles",0
29,5,2020,0,0,"Seychelles",0
28,5,2020,0,0,"Seychelles",0
27,5,2020,0,0,"Seychelles",0
26,5,2020,0,0,"Seychelles",0
25,5,2020,0,0,"Seychelles",0
24,5,2020,0,0,"Seychelles",0
23,5,2020,0,0,"Seychelles",0
22,5,2020,0,0,"Seychelles",0
21,5,2020,0,0,"Seychelles",0
20,5,2020,0,0,"Seychelles",0
19,5,2020,0,0,"Seychelles",0
18,5,2020,0,0,"Seychelles",0
17,5,2020,0,0,"Seychelles",0
16,5,2020,0,0,"Seychelles",0
15,5,2020,0,0,"Seychelles",0
14,5,2020,0,0,"Seychelles",0
13,5,2020,0,0,"Seychelles",0
12,5,2020,0,0,"Seychelles",0
11,5,2020,0,0,"Seychelles",0
10,5,2020,0,0,"Seychelles",0
9,5,2020,0,0,"Seychelles",0
8,5,2020,0,0,"Seychelles",0
7,5,2020,0,0,"Seychelles",0
6,5,2020,0,0,"Seychelles",0
5,5,2020,0,0,"Seychelles",0
4,5,2020,0,0,"Seychelles",0
3,5,2020,0,0,"Seychelles",0
2,5,2020,0,0,"Seychelles",0
1,5,2020,0,0,"Seychelles",0
30,4,2020,0,0,"Seychelles",0
29,4,2020,0,0,"Seychelles",0
28,4,2020,0,0,"Seychelles",1.0231121
27,4,2020,0,0,"Seychelles",1.0231121
26,4,2020,0,0,"Seychelles",1.0231121
25,4,2020,0,0,"Seychelles",1.0231121
24,4,2020,0,0,"Seychelles",1.0231121
23,4,2020,0,0,"Seychelles",1.0231121
22,4,2020,0,0,"Seychelles",1.0231121
21,4,2020,0,0,"Seychelles",1.0231121
20,4,2020,0,0,"Seychelles",1.0231121
19,4,2020,0,0,"Seychelles",1.0231121
18,4,2020,0,0,"Seychelles",1.0231121
17,4,2020,0,0,"Seychelles",1.0231121
16,4,2020,0,0,"Seychelles",1.0231121
15,4,2020,1,0,"Seychelles",1.0231121
14,4,2020,0,0,"Seychelles",0
13,4,2020,0,0,"Seychelles",2.0462242
12,4,2020,0,0,"Seychelles",3.06933631
11,4,2020,0,0,"Seychelles",3.06933631
10,4,2020,0,0,"Seychelles",3.06933631
9,4,2020,0,0,"Seychelles",3.06933631
8,4,2020,0,0,"Seychelles",3.06933631
7,4,2020,0,0,"Seychelles",3.06933631
6,4,2020,0,0,"Seychelles",3.06933631
5,4,2020,0,0,"Seychelles",3.06933631
4,4,2020,0,0,"Seychelles",3.06933631
3,4,2020,0,0,"Seychelles",4.09244841
2,4,2020,0,0,"Seychelles",4.09244841
1,4,2020,0,0,"Seychelles",6.13867261
31,3,2020,2,0,"Seychelles",6.13867261
30,3,2020,1,0,"Seychelles",5.11556051
29,3,2020,0,0,"Seychelles",5.11556051
28,3,2020,0,0,"Seychelles",7.16178472
27,3,2020,0,0,"Seychelles",NA
26,3,2020,0,0,"Seychelles",NA
25,3,2020,0,0,"Seychelles",NA
24,3,2020,0,0,"Seychelles",NA
23,3,2020,0,0,"Seychelles",NA
22,3,2020,0,0,"Seychelles",NA
21,3,2020,1,0,"Seychelles",NA
20,3,2020,0,0,"Seychelles",NA
19,3,2020,2,0,"Seychelles",NA
18,3,2020,0,0,"Seychelles",NA
17,3,2020,1,0,"Seychelles",NA
16,3,2020,1,0,"Seychelles",NA
15,3,2020,2,0,"Seychelles",NA
14,12,2020,0,0,"Sierra_Leone",0.37116641
13,12,2020,2,0,"Sierra_Leone",0.38396525
12,12,2020,3,1,"Sierra_Leone",0.35836757
11,12,2020,1,0,"Sierra_Leone",0.33276989
10,12,2020,6,0,"Sierra_Leone",0.33276989
9,12,2020,0,0,"Sierra_Leone",0.28157452
8,12,2020,2,0,"Sierra_Leone",0.28157452
7,12,2020,6,0,"Sierra_Leone",0.26877568
6,12,2020,0,0,"Sierra_Leone",0.19198263
5,12,2020,4,0,"Sierra_Leone",0.26877568
4,12,2020,0,0,"Sierra_Leone",0.24317799
3,12,2020,3,0,"Sierra_Leone",0.24317799
2,12,2020,1,0,"Sierra_Leone",0.26877568
1,12,2020,1,0,"Sierra_Leone",0.26877568
30,11,2020,1,0,"Sierra_Leone",0.25597684
29,11,2020,0,0,"Sierra_Leone",0.24317799
28,11,2020,1,0,"Sierra_Leone",0.26877568
27,11,2020,1,0,"Sierra_Leone",0.28157452
26,11,2020,2,0,"Sierra_Leone",0.28157452
25,11,2020,0,0,"Sierra_Leone",0.25597684
24,11,2020,1,0,"Sierra_Leone",0.26877568
23,11,2020,0,0,"Sierra_Leone",0.3071722
22,11,2020,6,0,"Sierra_Leone",0.3071722
21,11,2020,2,0,"Sierra_Leone",0.33276989
20,11,2020,0,0,"Sierra_Leone",0.33276989
19,11,2020,5,0,"Sierra_Leone",0.35836757
18,11,2020,1,0,"Sierra_Leone",0.3071722
17,11,2020,0,0,"Sierra_Leone",0.31997104
16,11,2020,0,0,"Sierra_Leone",0.31997104
15,11,2020,2,0,"Sierra_Leone",0.31997104
14,11,2020,2,0,"Sierra_Leone",0.3071722
13,11,2020,1,0,"Sierra_Leone",0.31997104
12,11,2020,0,0,"Sierra_Leone",0.40956294
11,11,2020,1,0,"Sierra_Leone",0.4607583
10,11,2020,4,0,"Sierra_Leone",0.49915483
9,11,2020,0,0,"Sierra_Leone",0.44795946
8,11,2020,8,0,"Sierra_Leone",0.4607583
7,11,2020,2,0,"Sierra_Leone",0.38396525
6,11,2020,2,0,"Sierra_Leone",0.39676409
5,11,2020,1,0,"Sierra_Leone",0.40956294
4,11,2020,2,0,"Sierra_Leone",0.40956294
3,11,2020,0,0,"Sierra_Leone",0.44795946
2,11,2020,0,0,"Sierra_Leone",0.4607583
1,11,2020,1,0,"Sierra_Leone",0.49915483
31,10,2020,3,0,"Sierra_Leone",0.51195367
30,10,2020,8,0,"Sierra_Leone",0.49915483
29,10,2020,4,0,"Sierra_Leone",0.49915483
28,10,2020,4,0,"Sierra_Leone",0.52475251
27,10,2020,0,0,"Sierra_Leone",0.51195367
26,10,2020,1,0,"Sierra_Leone",0.51195367
25,10,2020,2,0,"Sierra_Leone",0.57594788
24,10,2020,3,1,"Sierra_Leone",0.6143444
23,10,2020,3,0,"Sierra_Leone",0.60154556
22,10,2020,1,0,"Sierra_Leone",0.63994209
21,10,2020,5,0,"Sierra_Leone",0.75513166
20,10,2020,1,0,"Sierra_Leone",0.79352819
19,10,2020,3,0,"Sierra_Leone",0.78072935
18,10,2020,2,0,"Sierra_Leone",0.87032124
17,10,2020,2,0,"Sierra_Leone",0.93431545
16,10,2020,8,0,"Sierra_Leone",1.08790155
15,10,2020,6,1,"Sierra_Leone",1.07510271
14,10,2020,3,0,"Sierra_Leone",1.11349923
13,10,2020,0,0,"Sierra_Leone",1.1646946
12,10,2020,6,0,"Sierra_Leone",1.1646946
11,10,2020,5,0,"Sierra_Leone",1.17749344
10,10,2020,2,0,"Sierra_Leone",1.22868881
9,10,2020,6,0,"Sierra_Leone",1.34387838
8,10,2020,10,0,"Sierra_Leone",1.33107954
7,10,2020,8,0,"Sierra_Leone",1.3182807
6,10,2020,0,0,"Sierra_Leone",1.29268302
5,10,2020,10,0,"Sierra_Leone",1.29268302
4,10,2020,7,0,"Sierra_Leone",1.27988418
3,10,2020,14,0,"Sierra_Leone",1.26708533
2,10,2020,7,0,"Sierra_Leone",1.34387838
1,10,2020,9,0,"Sierra_Leone",1.25428649
30,9,2020,7,0,"Sierra_Leone",1.22868881
29,9,2020,0,0,"Sierra_Leone",1.35667723
28,9,2020,7,0,"Sierra_Leone",1.35667723
27,9,2020,9,0,"Sierra_Leone",1.43347028
26,9,2020,11,0,"Sierra_Leone",1.43347028
25,9,2020,5,0,"Sierra_Leone",1.52306217
24,9,2020,9,0,"Sierra_Leone",1.48466564
23,9,2020,6,0,"Sierra_Leone",1.40787259
22,9,2020,0,0,"Sierra_Leone",1.44626912
21,9,2020,9,0,"Sierra_Leone",1.45906796
20,9,2020,6,0,"Sierra_Leone",1.51026333
19,9,2020,20,0,"Sierra_Leone",1.43347028
18,9,2020,0,0,"Sierra_Leone",1.25428649
17,9,2020,7,0,"Sierra_Leone",1.33107954
16,9,2020,17,0,"Sierra_Leone",1.25428649
15,9,2020,0,0,"Sierra_Leone",1.06230387
14,9,2020,13,0,"Sierra_Leone",1.11349923
13,9,2020,9,0,"Sierra_Leone",0.98551082
12,9,2020,18,0,"Sierra_Leone",0.94711429
11,9,2020,2,0,"Sierra_Leone",0.71673514
10,9,2020,3,0,"Sierra_Leone",0.81912587
9,9,2020,9,1,"Sierra_Leone",0.80632703
8,9,2020,1,0,"Sierra_Leone",0.74233282
7,9,2020,13,0,"Sierra_Leone",0.79352819
6,9,2020,0,0,"Sierra_Leone",0.78072935
5,9,2020,6,0,"Sierra_Leone",0.88312008
4,9,2020,6,0,"Sierra_Leone",0.84472356
3,9,2020,1,0,"Sierra_Leone",0.87032124
2,9,2020,2,1,"Sierra_Leone",0.88312008
1,9,2020,4,0,"Sierra_Leone",0.89591892
31,8,2020,3,0,"Sierra_Leone",0.84472356
30,8,2020,6,0,"Sierra_Leone",0.83192471
29,8,2020,0,0,"Sierra_Leone",0.84472356
28,8,2020,10,1,"Sierra_Leone",0.93431545
27,8,2020,2,0,"Sierra_Leone",0.84472356
26,8,2020,4,0,"Sierra_Leone",0.88312008
25,8,2020,5,0,"Sierra_Leone",1.02390734
24,8,2020,12,0,"Sierra_Leone",0.97271197
23,8,2020,8,0,"Sierra_Leone",1.08790155
22,8,2020,3,0,"Sierra_Leone",1.08790155
21,8,2020,8,0,"Sierra_Leone",1.17749344
20,8,2020,2,0,"Sierra_Leone",1.29268302
19,8,2020,3,0,"Sierra_Leone",1.33107954
18,8,2020,0,0,"Sierra_Leone",1.38227491
17,8,2020,2,0,"Sierra_Leone",1.44626912
16,8,2020,7,0,"Sierra_Leone",1.67664827
15,8,2020,7,0,"Sierra_Leone",1.65105059
14,8,2020,3,0,"Sierra_Leone",1.56145869
13,8,2020,5,0,"Sierra_Leone",1.7150448
12,8,2020,15,0,"Sierra_Leone",1.8686309
11,8,2020,1,1,"Sierra_Leone",1.7150448
10,8,2020,21,0,"Sierra_Leone",1.70224595
9,8,2020,8,0,"Sierra_Leone",1.6254529
8,8,2020,10,0,"Sierra_Leone",1.72784364
7,8,2020,17,1,"Sierra_Leone",1.59985522
6,8,2020,5,0,"Sierra_Leone",1.65105059
5,8,2020,7,0,"Sierra_Leone",1.63825174
4,8,2020,5,0,"Sierra_Leone",1.75344132
3,8,2020,20,0,"Sierra_Leone",1.68944711
2,8,2020,5,0,"Sierra_Leone",1.56145869
1,8,2020,0,0,"Sierra_Leone",1.66384943
31,7,2020,15,0,"Sierra_Leone",1.79183785
30,7,2020,17,1,"Sierra_Leone",1.72784364
29,7,2020,3,0,"Sierra_Leone",1.72784364
28,7,2020,0,0,"Sierra_Leone",1.80463669
27,7,2020,15,0,"Sierra_Leone",1.89422858
26,7,2020,16,0,"Sierra_Leone",1.91982626
25,7,2020,0,0,"Sierra_Leone",1.779039
24,7,2020,21,0,"Sierra_Leone",1.97102163
23,7,2020,4,0,"Sierra_Leone",1.88142974
22,7,2020,16,0,"Sierra_Leone",1.98382047
21,7,2020,0,1,"Sierra_Leone",2.16300426
20,7,2020,10,0,"Sierra_Leone",2.16300426
19,7,2020,13,0,"Sierra_Leone",2.15020542
18,7,2020,10,1,"Sierra_Leone",2.09901005
17,7,2020,10,0,"Sierra_Leone",2.04781468
16,7,2020,17,0,"Sierra_Leone",2.1758031
15,7,2020,9,1,"Sierra_Leone",2.41898109
14,7,2020,7,0,"Sierra_Leone",2.45737762
13,7,2020,17,0,"Sierra_Leone",2.66215909
12,7,2020,5,0,"Sierra_Leone",2.66215909
11,7,2020,15,0,"Sierra_Leone",2.80294634
10,7,2020,14,0,"Sierra_Leone",2.77734866
9,7,2020,12,0,"Sierra_Leone",2.9437336
8,7,2020,30,1,"Sierra_Leone",2.8797394
7,7,2020,0,0,"Sierra_Leone",2.58536603
6,7,2020,9,0,"Sierra_Leone",2.75175098
5,7,2020,9,0,"Sierra_Leone",2.86694055
4,7,2020,6,2,"Sierra_Leone",2.89253824
3,7,2020,20,0,"Sierra_Leone",3.14851507
2,7,2020,36,0,"Sierra_Leone",3.1869116
1,7,2020,12,0,"Sierra_Leone",3.0333255
30,6,2020,23,0,"Sierra_Leone",3.50688264
29,6,2020,17,1,"Sierra_Leone",3.30210117
28,6,2020,16,0,"Sierra_Leone",3.55807801
27,6,2020,13,3,"Sierra_Leone",3.72446295
26,6,2020,27,0,"Sierra_Leone",3.78845716
25,6,2020,7,1,"Sierra_Leone",3.73726179
24,6,2020,7,0,"Sierra_Leone",4.12122705
23,6,2020,13,0,"Sierra_Leone",4.33880736
22,6,2020,18,2,"Sierra_Leone",4.58198535
21,6,2020,11,0,"Sierra_Leone",4.64597956
20,6,2020,26,2,"Sierra_Leone",4.72277261
19,6,2020,23,0,"Sierra_Leone",4.58198535
18,6,2020,24,0,"Sierra_Leone",4.3516062
17,6,2020,49,0,"Sierra_Leone",4.21081894
16,6,2020,7,0,"Sierra_Leone",4.03163515
15,6,2020,37,0,"Sierra_Leone",3.94204326
14,6,2020,29,0,"Sierra_Leone",3.58367569
13,6,2020,18,1,"Sierra_Leone",3.50688264
12,6,2020,23,0,"Sierra_Leone",3.4940838
11,6,2020,37,0,"Sierra_Leone",3.58367569
10,6,2020,24,1,"Sierra_Leone",3.46848612
9,6,2020,32,1,"Sierra_Leone",3.40449191
8,6,2020,23,0,"Sierra_Leone",3.35329654
7,6,2020,17,1,"Sierra_Leone",4.15962357
6,6,2020,15,0,"Sierra_Leone",4.13402589
5,6,2020,5,0,"Sierra_Leone",4.21081894
4,6,2020,13,1,"Sierra_Leone",4.33880736
3,6,2020,35,0,"Sierra_Leone",4.63318072
2,6,2020,0,0,"Sierra_Leone",4.37720388
1,6,2020,9,0,"Sierra_Leone",4.55638767
31,5,2020,23,1,"Sierra_Leone",4.99154828
30,5,2020,17,0,"Sierra_Leone",4.88915755
29,5,2020,30,0,"Sierra_Leone",5.17073207
28,5,2020,28,1,"Sierra_Leone",5.05554249
27,5,2020,19,2,"Sierra_Leone",5.32431817
26,5,2020,28,2,"Sierra_Leone",5.08114018
25,5,2020,86,1,"Sierra_Leone",5.1195367
24,5,2020,15,1,"Sierra_Leone",4.22361778
23,5,2020,21,3,"Sierra_Leone",4.46679577
22,5,2020,15,1,"Sierra_Leone",4.53078998
21,5,2020,36,1,"Sierra_Leone",4.41560041
20,5,2020,15,0,"Sierra_Leone",4.28761199
19,5,2020,14,1,"Sierra_Leone",4.36440504
18,5,2020,43,3,"Sierra_Leone",4.45399693
17,5,2020,15,2,"Sierra_Leone",3.92924442
16,5,2020,39,1,"Sierra_Leone",3.98043979
15,5,2020,21,5,"Sierra_Leone",3.63487106
14,5,2020,49,1,"Sierra_Leone",3.46848612
13,5,2020,0,1,"Sierra_Leone",2.99492897
12,5,2020,31,1,"Sierra_Leone",3.05892318
11,5,2020,16,0,"Sierra_Leone",2.73895214
10,5,2020,34,1,"Sierra_Leone",2.67495793
9,5,2020,26,1,"Sierra_Leone",2.23979731
8,5,2020,6,2,"Sierra_Leone",2.13740657
7,5,2020,26,3,"Sierra_Leone",2.09901005
6,5,2020,21,2,"Sierra_Leone",1.90702742
5,5,2020,21,1,"Sierra_Leone",1.72784364
4,5,2020,2,0,"Sierra_Leone",1.56145869
3,5,2020,19,1,"Sierra_Leone",1.59985522
2,5,2020,12,0,"Sierra_Leone",1.40787259
1,5,2020,8,3,"Sierra_Leone",1.39507375
30,4,2020,12,0,"Sierra_Leone",1.3182807
29,4,2020,5,0,"Sierra_Leone",1.19029228
28,4,2020,6,0,"Sierra_Leone",1.12629807
27,4,2020,11,1,"Sierra_Leone",1.06230387
26,4,2020,0,0,"Sierra_Leone",0.92151661
25,4,2020,18,2,"Sierra_Leone",0.94711429
24,4,2020,3,1,"Sierra_Leone",0.72953398
23,4,2020,11,0,"Sierra_Leone",0.69113745
22,4,2020,7,0,"Sierra_Leone",0.56314904
21,4,2020,8,0,"Sierra_Leone",0.47355714
20,4,2020,5,0,"Sierra_Leone",0.37116641
19,4,2020,4,0,"Sierra_Leone",0.33276989
18,4,2020,11,0,"Sierra_Leone",0.3071722
17,4,2020,2,0,"Sierra_Leone",0.16638494
16,4,2020,2,0,"Sierra_Leone",0.1535861
15,4,2020,0,0,"Sierra_Leone",0.12798842
14,4,2020,1,0,"Sierra_Leone",0.14078726
13,4,2020,0,0,"Sierra_Leone",NA
12,4,2020,2,0,"Sierra_Leone",NA
11,4,2020,1,0,"Sierra_Leone",NA
10,4,2020,0,0,"Sierra_Leone",NA
9,4,2020,1,0,"Sierra_Leone",NA
8,4,2020,0,0,"Sierra_Leone",NA
7,4,2020,0,0,"Sierra_Leone",NA
6,4,2020,2,0,"Sierra_Leone",NA
5,4,2020,2,0,"Sierra_Leone",NA
4,4,2020,0,0,"Sierra_Leone",NA
3,4,2020,1,0,"Sierra_Leone",NA
2,4,2020,0,0,"Sierra_Leone",NA
1,4,2020,1,0,"Sierra_Leone",NA
14,12,2020,7,0,"Singapore",1.84344723
13,12,2020,8,0,"Singapore",1.8606757
12,12,2020,8,0,"Singapore",1.82621875
11,12,2020,6,0,"Singapore",1.75730483
10,12,2020,6,0,"Singapore",1.74007635
9,12,2020,12,0,"Singapore",1.75730483
8,12,2020,13,0,"Singapore",1.8606757
7,12,2020,5,0,"Singapore",1.72284787
6,12,2020,13,0,"Singapore",1.84344723
5,12,2020,3,0,"Singapore",1.7056194
4,12,2020,9,0,"Singapore",1.72284787
3,12,2020,2,0,"Singapore",1.63670548
2,12,2020,10,0,"Singapore",1.68839092
1,12,2020,5,0,"Singapore",1.619477
30,11,2020,8,0,"Singapore",1.619477
29,11,2020,6,1,"Singapore",1.53333461
28,11,2020,4,0,"Singapore",1.46442069
27,11,2020,5,0,"Singapore",1.60224852
26,11,2020,7,0,"Singapore",1.7056194
25,11,2020,18,0,"Singapore",1.89513266
24,11,2020,5,0,"Singapore",1.74007635
23,11,2020,12,0,"Singapore",1.79176179
22,11,2020,5,0,"Singapore",1.619477
21,11,2020,4,0,"Singapore",1.65393396
20,11,2020,4,0,"Singapore",1.65393396
19,11,2020,5,0,"Singapore",1.7056194
18,11,2020,6,0,"Singapore",1.74007635
17,11,2020,5,0,"Singapore",1.79176179
16,11,2020,3,0,"Singapore",1.72284787
15,11,2020,2,0,"Singapore",1.74007635
14,11,2020,12,0,"Singapore",1.91236114
13,11,2020,11,0,"Singapore",1.8606757
12,11,2020,18,0,"Singapore",1.79176179
11,11,2020,9,0,"Singapore",1.60224852
10,11,2020,8,0,"Singapore",1.56779157
9,11,2020,2,0,"Singapore",1.48164917
8,11,2020,7,0,"Singapore",1.53333461
7,11,2020,4,0,"Singapore",1.65393396
6,11,2020,7,0,"Singapore",1.75730483
5,11,2020,7,0,"Singapore",1.77453331
4,11,2020,9,0,"Singapore",1.8606757
3,11,2020,1,0,"Singapore",1.80899027
2,11,2020,4,0,"Singapore",1.8606757
1,11,2020,12,0,"Singapore",1.91236114
31,10,2020,9,0,"Singapore",1.75730483
30,10,2020,7,0,"Singapore",1.75730483
29,10,2020,7,0,"Singapore",1.68839092
28,10,2020,7,0,"Singapore",1.65393396
27,10,2020,3,0,"Singapore",1.60224852
26,10,2020,5,0,"Singapore",1.619477
25,10,2020,14,0,"Singapore",1.7056194
24,10,2020,10,0,"Singapore",1.58502004
23,10,2020,8,0,"Singapore",1.58502004
22,10,2020,12,0,"Singapore",1.60224852
21,10,2020,6,0,"Singapore",1.56779157
20,10,2020,4,0,"Singapore",1.65393396
19,10,2020,7,0,"Singapore",1.7056194
18,10,2020,3,0,"Singapore",1.79176179
17,10,2020,9,0,"Singapore",1.84344723
16,10,2020,3,0,"Singapore",1.8606757
15,10,2020,5,0,"Singapore",2.53258638
14,10,2020,4,0,"Singapore",2.44644398
13,10,2020,4,1,"Singapore",2.84269899
12,10,2020,10,0,"Singapore",3.03221226
11,10,2020,7,0,"Singapore",3.11835465
10,10,2020,10,0,"Singapore",3.34232488
9,10,2020,9,0,"Singapore",3.35955336
8,10,2020,10,0,"Singapore",3.46292423
7,10,2020,11,0,"Singapore",3.49738119
6,10,2020,7,0,"Singapore",3.66966597
5,10,2020,12,0,"Singapore",4.06592098
4,10,2020,6,0,"Singapore",4.16929186
3,10,2020,10,0,"Singapore",4.32434816
2,10,2020,42,0,"Singapore",4.34157664
1,10,2020,0,0,"Singapore",3.92809315
30,9,2020,27,0,"Singapore",4.3760336
29,9,2020,15,0,"Singapore",4.49663295
28,9,2020,15,0,"Singapore",5.06517275
27,9,2020,20,0,"Singapore",5.65094103
26,9,2020,11,0,"Singapore",6.02996756
25,9,2020,15,0,"Singapore",7.32210347
24,9,2020,12,0,"Singapore",8.14907045
23,9,2020,21,0,"Singapore",9.23446461
22,9,2020,30,0,"Singapore",9.68240505
21,9,2020,18,0,"Singapore",9.54457722
20,9,2020,15,0,"Singapore",9.92360376
19,9,2020,11,0,"Singapore",10.940084
18,9,2020,18,0,"Singapore",10.75057074
17,9,2020,26,0,"Singapore",11.2674251
16,9,2020,34,0,"Singapore",10.95731248
15,9,2020,48,0,"Singapore",11.06068335
14,9,2020,49,0,"Singapore",10.940084
13,9,2020,42,0,"Singapore",11.0262264
12,9,2020,86,0,"Singapore",11.18128271
11,9,2020,63,0,"Singapore",11.31911053
10,9,2020,75,0,"Singapore",11.56030924
9,9,2020,47,0,"Singapore",11.30188206
8,9,2020,22,0,"Singapore",11.0262264
7,9,2020,40,0,"Singapore",11.52585228
6,9,2020,74,0,"Singapore",12.33559078
5,9,2020,0,0,"Singapore",11.92210729
4,9,2020,48,0,"Singapore",13.9378393
3,9,2020,8,0,"Singapore",14.28240888
2,9,2020,40,0,"Singapore",15.74682957
1,9,2020,41,0,"Singapore",16.7805383
31,8,2020,54,0,"Singapore",17.64196223
30,8,2020,51,0,"Singapore",18.19327355
29,8,2020,94,0,"Singapore",18.71012792
28,8,2020,77,0,"Singapore",18.52061465
27,8,2020,60,0,"Singapore",18.95132662
26,8,2020,31,0,"Singapore",18.641214
25,8,2020,51,0,"Singapore",19.15806836
24,8,2020,87,0,"Singapore",21.51836995
23,8,2020,50,0,"Singapore",23.03447608
22,8,2020,117,0,"Singapore",24.44721134
21,8,2020,68,0,"Singapore",26.60077118
20,8,2020,93,0,"Singapore",30.61500673
19,8,2020,100,0,"Singapore",44.65621691
18,8,2020,91,0,"Singapore",48.01577026
17,8,2020,86,0,"Singapore",50.34161489
16,8,2020,81,0,"Singapore",54.25247957
15,8,2020,83,0,"Singapore",58.14611576
14,8,2020,102,0,"Singapore",63.53862961
13,8,2020,42,0,"Singapore",66.57084187
12,8,2020,61,0,"Singapore",71.60155766
11,8,2020,188,0,"Singapore",76.73564433
10,8,2020,175,0,"Singapore",81.57684685
9,8,2020,132,0,"Singapore",86.84876135
8,8,2020,242,0,"Singapore",93.41281175
7,8,2020,301,0,"Singapore",94.01580851
6,8,2020,908,0,"Singapore",94.92891788
5,8,2020,295,0,"Singapore",84.62628759
4,8,2020,226,0,"Singapore",86.41804938
3,8,2020,313,0,"Singapore",84.64351607
2,8,2020,307,0,"Singapore",83.67872126
1,8,2020,396,0,"Singapore",81.86973099
31,7,2020,278,0,"Singapore",80.68096596
30,7,2020,334,0,"Singapore",80.1641116
29,7,2020,359,0,"Singapore",78.6996909
28,7,2020,469,0,"Singapore",78.47572068
27,7,2020,481,0,"Singapore",75.9431343
